user_id,trade_date,overtrading_day,revenge_day,chop_day,ticker_bias_lifetime,ticker_bias_recent,focused_day,green_day_low_activity
demo_user,2025-08-15,0.0,0.0,0.0,0.0,0.0,0.8,0.0
demo_user,2025-08-19,0.0,0.0,0.0,0.0,0.0,0.65,0.0
demo_user,2025-08-20,0.0,0.75,0.0,0.0,0.7,0.8,0.8
demo_user,2025-08-21,0.0,0.0,0.0,0.0,0.0,0.8,0.8
demo_user,2025-08-22,0.0,0.0,0.0,0.0,0.0,0.8,0.0
demo_user,2025-08-26,0.0,0.0,0.0,0.0,0.0,0.8,0.0
demo_user,2025-08-27,0.0,0.0,0.0,0.0,0.0,0.8,0.8
demo_user,2025-08-28,0.0,0.0,0.0,0.0,0.0,0.8,0.8
demo_user,2025-09-02,0.0,0.0,0.0,0.0,0.0,0.8,0.8
demo_user,2025-09-03,0.0,0.0,0.0,0.0,0.7,0.65,0.0
demo_user,2025-09-05,0.0,0.0,0.0,0.0,0.0,0.8,0.0
demo_user,2025-09-08,0.0,0.0,0.0,0.0,0.0,0.8,0.8
demo_user,2025-09-12,0.0,0.0,0.0,0.0,0.0,0.8,0.8
demo_user,2025-09-16,0.0,0.75,0.0,0.0,0.7,0.8,0.8
demo_user,2025-09-17,0.0,0.0,0.0,0.0,0.0,0.8,0.8
demo_user,2025-09-18,0.0,0.0,0.0,0.0,0.0,0.8,0.8
demo_user,2025-09-19,0.0,0.0,0.0,0.0,0.0,0.8,0.0
demo_user,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.8,0.8
