user_id,trade_id,trade_date,tag,confidence,rationale,scope,source
demo_user,4,2025-08-20,outcome_win,0.9,Win: PnL $259.20,trade,rule
demo_user,5,2025-08-21,outcome_win,0.9,Win: PnL $576.00,trade,rule
demo_user,9,2025-08-27,outcome_win,0.9,Win: PnL $1244.50,trade,rule
demo_user,10,2025-08-28,outcome_win,0.9,Win: PnL $2495.00,trade,rule
demo_user,11,2025-08-28,outcome_win,0.9,Win: PnL $256.00,trade,rule
demo_user,12,2025-09-02,outcome_win,0.9,Win: PnL $145.60,trade,rule
demo_user,15,2025-09-08,outcome_win,0.9,Win: PnL $1132.00,trade,rule
demo_user,16,2025-09-08,outcome_win,0.9,Win: PnL $357.00,trade,rule
demo_user,17,2025-09-12,outcome_win,0.9,Win: PnL $79.50,trade,rule
demo_user,18,2025-09-12,outcome_win,0.9,Win: PnL $1593.00,trade,rule
demo_user,20,2025-09-16,outcome_win,0.9,Win: PnL $796.50,trade,rule
demo_user,21,2025-09-16,outcome_win,0.9,Win: PnL $796.50,trade,rule
demo_user,22,2025-09-17,outcome_win,0.9,Win: PnL $1268.30,trade,rule
demo_user,23,2025-09-17,outcome_win,0.9,Win: PnL $495.80,trade,rule
demo_user,24,2025-09-17,outcome_win,0.9,Win: PnL $426.80,trade,rule
demo_user,25,2025-09-18,outcome_win,0.9,Win: PnL $569.25,trade,rule
demo_user,27,2025-09-24,outcome_win,0.9,Win: PnL $43.30,trade,rule
demo_user,2,2025-08-19,outcome_loss,0.9,Loss: PnL $-40.40,trade,rule
demo_user,3,2025-08-20,outcome_loss,0.9,Loss: PnL $-48.00,trade,rule
demo_user,13,2025-09-03,outcome_loss,0.9,Loss: PnL $-90.80,trade,rule
demo_user,19,2025-09-16,outcome_loss,0.9,Loss: PnL $-2.00,trade,rule
demo_user,1,2025-08-15,outcome_breakeven,0.8,Breakeven within tolerance,trade,rule
demo_user,6,2025-08-21,outcome_breakeven,0.8,Breakeven within tolerance,trade,rule
demo_user,7,2025-08-22,outcome_breakeven,0.8,Breakeven within tolerance,trade,rule
demo_user,8,2025-08-26,outcome_breakeven,0.8,Breakeven within tolerance,trade,rule
demo_user,14,2025-09-05,outcome_breakeven,0.8,Breakeven within tolerance,trade,rule
demo_user,26,2025-09-19,outcome_breakeven,0.8,Breakeven within tolerance,trade,rule
demo_user,10,2025-08-28,large_win,0.75,Top-decile win (PnL $2495.00),trade,rule
demo_user,18,2025-09-12,large_win,0.75,Top-decile win (PnL $1593.00),trade,rule
demo_user,22,2025-09-17,large_win,0.75,Top-decile win (PnL $1268.30),trade,rule
demo_user,2,2025-08-19,large_loss,0.85,Worst-decile loss (PnL $-40.40),trade,rule
demo_user,3,2025-08-20,large_loss,0.85,Worst-decile loss (PnL $-48.00),trade,rule
demo_user,13,2025-09-03,large_loss,0.85,Worst-decile loss (PnL $-90.80),trade,rule
demo_user,4,2025-08-20,revenge_immediate,0.75,Immediate re-entry after loss,trade,rule
demo_user,20,2025-09-16,revenge_immediate,0.75,Immediate re-entry after loss,trade,rule
demo_user,1,2025-08-15,size_inconsistency,0.75,"Size 2.3σ above median (notional $41,200)",trade,rule
demo_user,10,2025-08-28,size_inconsistency,0.75,"Size 2.4σ above median (notional $41,710)",trade,rule
demo_user,11,2025-08-28,size_inconsistency,0.75,"Size 2.8σ above median (notional $47,392)",trade,rule
demo_user,15,2025-09-08,size_inconsistency,0.75,"Size 2.6σ above median (notional $44,062)",trade,rule
demo_user,24,2025-09-17,size_inconsistency,0.75,"Size 3.3σ above median (notional $53,010)",trade,rule
demo_user,,2025-08-20,revenge_day,0.75,Loss-anchored high-activity episode,day,rule
demo_user,,2025-09-16,revenge_day,0.75,Loss-anchored high-activity episode,day,rule
demo_user,,2025-08-20,ticker_bias_recent,0.7,Ticker AAPL: last 5 trades mean $-46.93,day,rule
demo_user,,2025-09-03,ticker_bias_recent,0.7,Ticker AAPL: last 5 trades mean $-46.93,day,rule
demo_user,,2025-09-16,ticker_bias_recent,0.7,Ticker AAPL: last 5 trades mean $-46.93,day,rule
demo_user,6,2025-08-21,follow_through_win_immediate,0.7,Immediate follow-through after win,trade,rule
demo_user,11,2025-08-28,follow_through_win_immediate,0.7,Immediate follow-through after win,trade,rule
demo_user,16,2025-09-08,follow_through_win_immediate,0.7,Immediate follow-through after win,trade,rule
demo_user,18,2025-09-12,follow_through_win_immediate,0.7,Immediate follow-through after win,trade,rule
demo_user,21,2025-09-16,follow_through_win_immediate,0.85,Immediate follow-through after win (same ticker),trade,rule
demo_user,23,2025-09-17,follow_through_win_immediate,0.85,Immediate follow-through after win (same ticker),trade,rule
demo_user,24,2025-09-17,follow_through_win_immediate,0.85,Immediate follow-through after win (same ticker),trade,rule
demo_user,4,2025-08-20,disciplined_after_loss_immediate,0.8,"Composed re-entry after loss (size 0.5σ, within discipline)",trade,rule
demo_user,20,2025-09-16,disciplined_after_loss_immediate,0.8,"Composed re-entry after loss (size 0.0σ, within discipline)",trade,rule
demo_user,2,2025-08-19,consistent_size,0.6,Consistent position sizing (-0.3σ from typical),trade,rule
demo_user,4,2025-08-20,consistent_size,0.6,Consistent position sizing (0.5σ from typical),trade,rule
demo_user,6,2025-08-21,consistent_size,0.6,Consistent position sizing (0.4σ from typical),trade,rule
demo_user,7,2025-08-22,consistent_size,0.6,Consistent position sizing (0.4σ from typical),trade,rule
demo_user,8,2025-08-26,consistent_size,0.6,Consistent position sizing (-0.1σ from typical),trade,rule
demo_user,12,2025-09-02,consistent_size,0.6,Consistent position sizing (-0.3σ from typical),trade,rule
demo_user,20,2025-09-16,consistent_size,0.6,Consistent position sizing (0.0σ from typical),trade,rule
demo_user,21,2025-09-16,consistent_size,0.6,Consistent position sizing (0.0σ from typical),trade,rule
demo_user,22,2025-09-17,consistent_size,0.6,Consistent position sizing (-0.3σ from typical),trade,rule
demo_user,23,2025-09-17,consistent_size,0.6,Consistent position sizing (-0.3σ from typical),trade,rule
demo_user,26,2025-09-19,consistent_size,0.6,Consistent position sizing (-0.5σ from typical),trade,rule
demo_user,,2025-08-15,focused_day,0.8,Focused activity (1 trades) — green,day,rule
demo_user,,2025-08-19,focused_day,0.65,Focused activity (1 trades),day,rule
demo_user,,2025-08-20,focused_day,0.8,Focused activity (2 trades) — green,day,rule
demo_user,,2025-08-21,focused_day,0.8,Focused activity (2 trades) — green,day,rule
demo_user,,2025-08-22,focused_day,0.8,Focused activity (1 trades) — green,day,rule
demo_user,,2025-08-26,focused_day,0.8,Focused activity (1 trades) — green,day,rule
demo_user,,2025-08-27,focused_day,0.8,Focused activity (1 trades) — green,day,rule
demo_user,,2025-08-28,focused_day,0.8,Focused activity (2 trades) — green,day,rule
demo_user,,2025-09-02,focused_day,0.8,Focused activity (1 trades) — green,day,rule
demo_user,,2025-09-03,focused_day,0.65,Focused activity (1 trades),day,rule
demo_user,,2025-09-05,focused_day,0.8,Focused activity (1 trades) — green,day,rule
demo_user,,2025-09-08,focused_day,0.8,Focused activity (2 trades) — green,day,rule
demo_user,,2025-09-12,focused_day,0.8,Focused activity (2 trades) — green,day,rule
demo_user,,2025-09-16,focused_day,0.8,Focused activity (3 trades) — green,day,rule
demo_user,,2025-09-17,focused_day,0.8,Focused activity (3 trades) — green,day,rule
demo_user,,2025-09-18,focused_day,0.8,Focused activity (1 trades) — green,day,rule
demo_user,,2025-09-19,focused_day,0.8,Focused activity (1 trades) — green,day,rule
demo_user,,2025-09-24,focused_day,0.8,Focused activity (1 trades) — green,day,rule
demo_user,,2025-08-20,green_day_low_activity,0.8,"Green day with low activity (trades=2, PnL=$211.20)",day,rule
demo_user,,2025-08-21,green_day_low_activity,0.8,"Green day with low activity (trades=2, PnL=$576.00)",day,rule
demo_user,,2025-08-27,green_day_low_activity,0.8,"Green day with low activity (trades=1, PnL=$1244.50)",day,rule
demo_user,,2025-08-28,green_day_low_activity,0.8,"Green day with low activity (trades=2, PnL=$2751.00)",day,rule
demo_user,,2025-09-02,green_day_low_activity,0.8,"Green day with low activity (trades=1, PnL=$145.60)",day,rule
demo_user,,2025-09-08,green_day_low_activity,0.8,"Green day with low activity (trades=2, PnL=$1489.00)",day,rule
demo_user,,2025-09-12,green_day_low_activity,0.8,"Green day with low activity (trades=2, PnL=$1672.50)",day,rule
demo_user,,2025-09-16,green_day_low_activity,0.8,"Green day with low activity (trades=3, PnL=$1591.00)",day,rule
demo_user,,2025-09-17,green_day_low_activity,0.8,"Green day with low activity (trades=3, PnL=$2190.90)",day,rule
demo_user,,2025-09-18,green_day_low_activity,0.8,"Green day with low activity (trades=1, PnL=$569.25)",day,rule
demo_user,,2025-09-24,green_day_low_activity,0.8,"Green day with low activity (trades=1, PnL=$43.30)",day,rule
